// equipment_v2 generated rows — DO NOT HAND EDIT; regenerate via generate_equipment.py
10010	Guardian Necklace T10	l0004	10130005	0	0	0	0	0	00	25	10	1	0	7	1	1	1	1	1	1	1	3510	1,2,3,4	10	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Guardian Necklace T10 (Family set)	equipment_v2	1
10011	Guardian Ring T10	r0015	10130005	0	0	0	0	0	00	26	10	1	0	7	1	1	1	1	1	1	1	3510	1,2,3,4	10	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Guardian Ring T10 (Family set)	equipment_v2	1
10012	Royal Greatsword T10	w0010	10100002	01020003	02020003	0	0	0	00	2	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	1,8	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Greatsword T10 (Family set)	equipment_v2	1
10013	Royal Sword T10	w0004	10100001	01010004	02010004	03010073	0	0	00	1	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	1,9,10	0	0	9,6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	42,48	52,58	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Sword T10 (Family set)	equipment_v2	1
10014	Royal Bow T10	w0019	10100003	01030005	0	03030005	0	0	00	3	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	2,11,12	0	0	6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	46,52	56,64	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Bow T10 (Family set)	equipment_v2	1
10015	Royal Gun T10	w0024	10100004	01040003	0	03040003	0	0	00	4	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	2,11,12	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	46,52	56,64	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Gun T10 (Family set)	equipment_v2	1
10016	Royal Staff T10	w0060	10100009	0	0	03090004	04090004	0	00	9	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	5,13,14	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Staff T10 (Family set)	equipment_v2	1
10017	Royal Dagger T10	w0046	10100007	01070004	0	03070004	04070004	0	00	7	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	4,16	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Dagger T10 (Family set)	equipment_v2	1
10018	Royal Cap T10	e0699	10110001	0	0	0	0003970001	0	00	20	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Cap T10 (Family set)	equipment_v2	1
10019	Royal Body T10	e0102	10110002	0000060002	0001060002	0002591002	0	0	00	22	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Body T10 (Family set)	equipment_v2	1
10020	Royal Gloves T10	e0277	10110003	0000060003	0001060003	0002591003	0	0	00	23	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Gloves T10 (Family set)	equipment_v2	1
10021	Royal Boots T10	e0452	10110004	0000060004	0001060004	0002591004	0	0	00	24	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Boots T10 (Family set)	equipment_v2	1
10022	Royal Necklace T10	l0004	10130005	0	0	0	0	0	00	25	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Necklace T10 (Family set)	equipment_v2	1
10023	Royal Ring T10	r0015	10130005	0	0	0	0	0	00	26	10	2	0	7	1	1	1	1	1	1	1	3520	1,2,3,4	10	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Royal Ring T10 (Family set)	equipment_v2	1
10024	Wind Greatsword T10	w0010	10100002	01020003	02020003	0	0	0	00	2	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	1,8	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Greatsword T10 (Family set)	equipment_v2	1
10025	Wind Sword T10	w0004	10100001	01010004	02010004	03010073	0	0	00	1	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	1,9,10	0	0	9,6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	42,48	52,58	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Sword T10 (Family set)	equipment_v2	1
10026	Wind Bow T10	w0019	10100003	01030005	0	03030005	0	0	00	3	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	2,11,12	0	0	6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	46,52	56,64	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Bow T10 (Family set)	equipment_v2	1
10027	Wind Gun T10	w0024	10100004	01040003	0	03040003	0	0	00	4	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	2,11,12	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	46,52	56,64	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Gun T10 (Family set)	equipment_v2	1
10028	Wind Staff T10	w0060	10100009	0	0	03090004	04090004	0	00	9	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	5,13,14	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Staff T10 (Family set)	equipment_v2	1
10029	Wind Dagger T10	w0046	10100007	01070004	0	03070004	04070004	0	00	7	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	4,16	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Dagger T10 (Family set)	equipment_v2	1
10030	Wind Cap T10	e0699	10110001	0	0	0	0003970001	0	00	20	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Cap T10 (Family set)	equipment_v2	1
10031	Wind Body T10	e0102	10110002	0000060002	0001060002	0002591002	0	0	00	22	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Body T10 (Family set)	equipment_v2	1
10032	Wind Gloves T10	e0277	10110003	0000060003	0001060003	0002591003	0	0	00	23	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Gloves T10 (Family set)	equipment_v2	1
10033	Wind Boots T10	e0452	10110004	0000060004	0001060004	0002591004	0	0	00	24	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Boots T10 (Family set)	equipment_v2	1
10034	Wind Necklace T10	l0004	10130005	0	0	0	0	0	00	25	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	-1	0	0	5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,20	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Necklace T10 (Family set)	equipment_v2	1
10035	Wind Ring T10	r0015	10130005	0	0	0	0	0	00	26	10	3	0	7	1	1	1	1	1	1	1	3530	1,2,3,4	10	-1	0	0	7,8	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Wind Ring T10 (Family set)	equipment_v2	1
10036	Hunter Greatsword T10	w0010	10100002	01020003	02020003	0	0	0	00	2	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	1,8	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Greatsword T10 (Family set)	equipment_v2	1
10037	Hunter Sword T10	w0004	10100001	01010004	02010004	03010073	0	0	00	1	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	1,9,10	0	0	9,6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	42,48	52,58	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Sword T10 (Family set)	equipment_v2	1
10038	Hunter Bow T10	w0019	10100003	01030005	0	03030005	0	0	00	3	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	2,11,12	0	0	6	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	46,52	56,64	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Bow T10 (Family set)	equipment_v2	1
10039	Hunter Gun T10	w0024	10100004	01040003	0	03040003	0	0	00	4	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	2,11,12	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	46,52	56,64	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Gun T10 (Family set)	equipment_v2	1
10040	Hunter Staff T10	w0060	10100009	0	0	03090004	04090004	0	00	9	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	5,13,14	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Staff T10 (Family set)	equipment_v2	1
10041	Hunter Dagger T10	w0046	10100007	01070004	0	03070004	04070004	0	00	7	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	4,16	0	0	9	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	54,60	66,74	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,1000	10000,10000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Dagger T10 (Family set)	equipment_v2	1
10042	Hunter Cap T10	e0699	10110001	0	0	0	0003970001	0	00	20	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Cap T10 (Family set)	equipment_v2	1
10043	Hunter Body T10	e0102	10110002	0000060002	0001060002	0002591002	0	0	00	22	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	2	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,10	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Body T10 (Family set)	equipment_v2	1
10044	Hunter Gloves T10	e0277	10110003	0000060003	0001060003	0002591003	0	0	00	23	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Gloves T10 (Family set)	equipment_v2	1
10045	Hunter Boots T10	e0452	10110004	0000060004	0001060004	0002591004	0	0	00	24	10	4	0	7	1	1	1	1	1	1	1	3540	1,2,3,4	10	1,2,3,4,5,8,9,10,12,13,14,16	0	0	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,1000	8000,8000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T10 Hunter Boots T10 (Family set)	equipment_v2	1
